OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
1,48,157,674401,3,481576744013,Block Group 3,G5030,S,1126944,7601,+29.5560931,-095.6237291
2,48,157,674401,4,481576744014,Block Group 4,G5030,S,1192541,84540,+29.5601315,-095.6034798
3,48,157,674401,5,481576744015,Block Group 5,G5030,S,1441072,55602,+29.5543951,-095.6115634
4,48,157,674404,1,481576744041,Block Group 1,G5030,S,8095119,1040411,+29.5237506,-095.5751123
5,48,157,674404,2,481576744042,Block Group 2,G5030,S,1308554,6697,+29.5475228,-095.5699770
6,48,157,674403,1,481576744031,Block Group 1,G5030,S,725362,0,+29.5476948,-095.5889178
7,48,157,674403,2,481576744032,Block Group 2,G5030,S,3099733,58135,+29.5396131,-095.5905855
8,48,093,950101,2,480939501012,Block Group 2,G5030,S,6430930,0,+32.1256427,-098.5381599
9,48,093,950102,1,480939501021,Block Group 1,G5030,S,189848854,14131307,+32.0725295,-098.5008248
10,48,093,950102,2,480939501022,Block Group 2,G5030,S,427888139,1683887,+32.1240891,-098.6603368
11,48,093,950101,1,480939501011,Block Group 1,G5030,S,1042565,0,+32.1084878,-098.5425673
12,48,093,950101,3,480939501013,Block Group 3,G5030,S,3224200,0,+32.0994712,-098.5283662
13,48,397,040202,1,483970402021,Block Group 1,G5030,S,2267059,23384,+32.9568506,-096.4550917
14,48,397,040202,2,483970402022,Block Group 2,G5030,S,953443,0,+32.9380746,-096.4557509
15,48,397,040103,2,483970401032,Block Group 2,G5030,S,3418523,3898952,+32.9819504,-096.4818291
16,48,397,040101,3,483970401013,Block Group 3,G5030,S,1651275,0,+32.9363283,-096.4681000
17,48,397,040101,1,483970401011,Block Group 1,G5030,S,903119,2729338,+32.9351432,-096.4791681
18,48,397,040203,1,483970402031,Block Group 1,G5030,S,5057796,55414,+32.9752222,-096.4528516
19,48,397,040303,2,483970403032,Block Group 2,G5030,S,2037353,6135657,+32.9001951,-096.4788842
20,48,397,040104,2,483970401042,Block Group 2,G5030,S,2550115,6362501,+32.9671626,-096.5106921
21,48,397,040406,1,483970404061,Block Group 1,G5030,S,991033,2091,+32.9492735,-096.3832105
22,48,397,040103,1,483970401031,Block Group 1,G5030,S,1487835,4495,+32.9571416,-096.4677116
23,48,397,040410,2,483970404102,Block Group 2,G5030,S,2096487,7069,+32.9523746,-096.3423629
24,48,017,950102,2,480179501022,Block Group 2,G5030,S,1787049851,1754716,+34.0387391,-102.8548337
25,48,017,950102,3,480179501023,Block Group 3,G5030,S,298329768,20559,+34.2203643,-102.6932292
26,48,017,950102,1,480179501021,Block Group 1,G5030,S,13124139,0,+34.2414825,-102.7290815
27,48,017,950101,2,480179501012,Block Group 2,G5030,S,41117855,0,+34.2207257,-102.7822425
28,48,017,950101,3,480179501013,Block Group 3,G5030,S,822624,0,+34.2237977,-102.7307091
29,48,017,950101,1,480179501011,Block Group 1,G5030,S,1402950,0,+34.2191496,-102.7222518
30,48,177,000300,1,481770003001,Block Group 1,G5030,S,656035,0,+29.5061361,-097.4434187
31,48,177,000100,1,481770001001,Block Group 1,G5030,S,266558346,2307119,+29.6208550,-097.5026507
32,48,177,000300,2,481770003002,Block Group 2,G5030,S,3580622,0,+29.5137862,-097.4399390
33,48,177,000500,2,481770005002,Block Group 2,G5030,S,131077861,164987,+29.3368401,-097.6852073
34,48,177,000200,3,481770002003,Block Group 3,G5030,S,39836281,267185,+29.5530505,-097.4559956
35,48,177,000600,2,481770006002,Block Group 2,G5030,S,439823409,472761,+29.2305845,-097.6044328
36,48,177,000200,1,481770002001,Block Group 1,G5030,S,303602754,805043,+29.4745371,-097.2992498
37,48,177,000100,2,481770001002,Block Group 2,G5030,S,339641320,343402,+29.6756479,-097.2914926
38,48,177,000600,1,481770006001,Block Group 1,G5030,S,503482393,980310,+29.3814276,-097.4518511
39,48,177,000500,1,481770005001,Block Group 1,G5030,S,335680260,1018578,+29.4107503,-097.7284458
40,48,177,000300,3,481770003003,Block Group 3,G5030,S,624591,0,+29.5018106,-097.4398457
41,48,177,000400,2,481770004002,Block Group 2,G5030,S,915203,0,+29.5028419,-097.4526623
42,48,177,000500,3,481770005003,Block Group 3,G5030,S,6804673,31686,+29.2801844,-097.7634461
43,48,485,012301,4,484850123014,Block Group 4,G5030,S,673394,260007,+33.8447785,-098.5763164
44,48,087,950300,1,480879503001,Block Group 1,G5030,S,2360487064,2279194,+34.9669789,-100.2705856
45,48,087,950300,2,480879503002,Block Group 2,G5030,S,14580588,0,+34.8720851,-100.2231269
46,48,087,950300,3,480879503003,Block Group 3,G5030,S,2656688,0,+34.8417628,-100.2138292
47,48,087,950300,4,480879503004,Block Group 4,G5030,S,1025588,0,+34.8531477,-100.2110499
48,48,085,031641,3,480850316413,Block Group 3,G5030,S,500479,0,+33.0971688,-096.7365684
49,48,085,031641,4,480850316414,Block Group 4,G5030,S,983934,0,+33.0894255,-096.7422662
50,48,085,031417,1,480850314171,Block Group 1,G5030,S,922803,0,+33.1226555,-096.6969318
51,48,085,031417,2,480850314172,Block Group 2,G5030,S,3724310,3196,+33.1285458,-096.6941273
52,48,085,030606,2,480850306062,Block Group 2,G5030,S,775088,0,+33.1561646,-096.6573571
53,48,085,030606,1,480850306061,Block Group 1,G5030,S,1274098,14738,+33.1669829,-096.6552453
54,48,085,031507,2,480850315072,Block Group 2,G5030,S,1188234,1408,+33.1079179,-096.6837844
55,48,085,030607,2,480850306072,Block Group 2,G5030,S,1764936,22920,+33.1865609,-096.6571695
56,48,085,031421,1,480850314211,Block Group 1,G5030,S,587157,0,+33.0696927,-096.6687284
57,48,085,031321,1,480850313211,Block Group 1,G5030,S,2497597,0,+33.0140914,-096.5030800
58,48,085,030205,2,480850302052,Block Group 2,G5030,S,7338188,301744,+33.3312611,-096.5619218
59,48,085,031322,2,480850313222,Block Group 2,G5030,S,2316355,0,+32.9908428,-096.5519686
60,48,085,031308,3,480850313083,Block Group 3,G5030,S,12526887,4952835,+33.0358307,-096.5201872
61,48,085,031413,1,480850314131,Block Group 1,G5030,S,1173481,1330,+33.1277247,-096.6361200
62,48,427,950202,2,484279502022,Block Group 2,G5030,S,645824067,1079467,+26.5992474,-098.9699345
63,48,085,031412,2,480850314122,Block Group 2,G5030,S,6566816,11501,+33.1442551,-096.6207224
64,48,223,950302,1,482239503021,Block Group 1,G5030,S,64817470,357826,+33.0977006,-095.6562705
65,48,223,950302,2,482239503022,Block Group 2,G5030,S,97493788,2987127,+33.1201316,-095.5084281
66,48,223,950301,2,482239503012,Block Group 2,G5030,S,144451517,9853257,+33.1999157,-095.6658860
67,48,223,950301,1,482239503011,Block Group 1,G5030,S,83745376,2358799,+33.1883865,-095.5229982
68,48,485,013201,2,484850132012,Block Group 2,G5030,S,2284366,0,+33.9572262,-098.5221492
69,48,485,013201,3,484850132013,Block Group 3,G5030,S,2113920,0,+33.9477603,-098.5136907
70,48,485,011600,4,484850116004,Block Group 4,G5030,S,1130591,0,+33.8487282,-098.4941255
71,48,485,012001,2,484850120012,Block Group 2,G5030,S,720305,0,+33.8606457,-098.5287592
72,48,485,013504,2,484850135042,Block Group 2,G5030,S,1071907,0,+34.0862222,-098.5668720
73,48,485,011902,1,484850119021,Block Group 1,G5030,S,1901310,0,+33.8839811,-098.5092218
74,48,485,012402,2,484850124022,Block Group 2,G5030,S,2111786,0,+33.8769671,-098.5695484
75,48,485,012002,2,484850120022,Block Group 2,G5030,S,2219618,0,+33.8711782,-098.5273251
76,48,485,013503,1,484850135031,Block Group 1,G5030,S,1955975,0,+34.0983156,-098.5838574
77,48,485,012402,3,484850124023,Block Group 3,G5030,S,949274,0,+33.8686616,-098.5675291
78,48,485,012202,3,484850122023,Block Group 3,G5030,S,3632499,2903355,+33.8495727,-098.5467567
79,48,485,012401,2,484850124012,Block Group 2,G5030,S,620645,0,+33.8612539,-098.5824335
80,48,485,012001,4,484850120014,Block Group 4,G5030,S,368841,0,+33.8645018,-098.5218819
81,48,485,012201,2,484850122012,Block Group 2,G5030,S,3962356,0,+33.8467533,-098.5199718
82,48,085,031414,3,480850314143,Block Group 3,G5030,S,1747050,0,+33.1077716,-096.6228046
83,48,085,031323,2,480850313232,Block Group 2,G5030,S,1918200,0,+33.0011298,-096.5313412
84,48,085,031323,1,480850313231,Block Group 1,G5030,S,3112714,8900,+32.9888745,-096.5299016
85,48,085,031414,2,480850314142,Block Group 2,G5030,S,1651361,0,+33.1187267,-096.6190744
86,48,085,030206,2,480850302062,Block Group 2,G5030,S,2709818,3989,+33.2756418,-096.5888258
87,48,085,031420,1,480850314201,Block Group 1,G5030,S,1505204,2670,+33.1378858,-096.5855325
88,48,085,031509,1,480850315091,Block Group 1,G5030,S,1190062,0,+33.0917926,-096.7300027
89,48,085,031641,1,480850316411,Block Group 1,G5030,S,374346,0,+33.0966803,-096.7469593
90,48,085,031632,3,480850316323,Block Group 3,G5030,S,888506,39418,+33.0701423,-096.6915117
91,48,085,030531,3,480850305313,Block Group 3,G5030,S,1735849,52484,+33.1812150,-096.7036540
92,48,085,031510,2,480850315102,Block Group 2,G5030,S,3287939,23014,+33.0889522,-096.6905498
93,48,085,030607,3,480850306073,Block Group 3,G5030,S,1886340,58673,+33.1777046,-096.6504146
94,48,085,031324,2,480850313242,Block Group 2,G5030,S,1381519,13380,+33.0407346,-096.6446754
95,48,237,950500,1,482379505001,Block Group 1,G5030,S,437128105,3787732,+33.0879145,-098.0605663
96,48,237,950300,3,482379503003,Block Group 3,G5030,S,2898940,19885,+33.2201518,-098.1834549
97,48,237,950500,2,482379505002,Block Group 2,G5030,S,446563691,3523264,+33.1414074,-098.3562479
98,48,485,012302,1,484850123021,Block Group 1,G5030,S,5814082,476291,+33.8437997,-098.5966243
99,48,485,012401,1,484850124011,Block Group 1,G5030,S,17980507,110725,+33.8506967,-098.6264960
100,48,485,013503,2,484850135032,Block Group 2,G5030,S,3394070,0,+34.0871518,-098.5847658
101,48,485,013202,2,484850132022,Block Group 2,G5030,S,1101216,0,+33.9799526,-098.5300865
102,48,485,013202,1,484850132021,Block Group 1,G5030,S,17859328,0,+34.0139633,-098.5354644
103,48,485,013201,1,484850132011,Block Group 1,G5030,S,831179,0,+33.9664010,-098.5212371
104,48,485,011901,1,484850119011,Block Group 1,G5030,S,667596,0,+33.8638550,-098.5154014
105,48,485,012202,2,484850122022,Block Group 2,G5030,S,951989,0,+33.8632125,-098.5568733
106,48,485,012402,1,484850124021,Block Group 1,G5030,S,1281943,0,+33.8617710,-098.5695242
107,48,485,012301,3,484850123013,Block Group 3,G5030,S,935457,504025,+33.8434912,-098.5688593
108,48,485,012301,1,484850123011,Block Group 1,G5030,S,970901,0,+33.8507741,-098.5641818
109,48,485,012001,1,484850120011,Block Group 1,G5030,S,931493,0,+33.8539511,-098.5307294
110,48,485,012301,2,484850123012,Block Group 2,G5030,S,583435,0,+33.8545156,-098.5716541
111,48,485,012202,1,484850122021,Block Group 1,G5030,S,925216,0,+33.8666025,-098.5519840
112,48,485,012002,1,484850120021,Block Group 1,G5030,S,764880,0,+33.8826177,-098.5224638
113,48,485,011600,3,484850116003,Block Group 3,G5030,S,2043730,0,+33.8399923,-098.5017923
114,48,485,012201,1,484850122011,Block Group 1,G5030,S,854266,0,+33.8497649,-098.5047605
115,48,485,011901,2,484850119012,Block Group 2,G5030,S,143761,0,+33.8686769,-098.5141723
116,48,485,011901,3,484850119013,Block Group 3,G5030,S,710153,0,+33.8736353,-098.5138883
117,48,485,012001,3,484850120013,Block Group 3,G5030,S,167578,0,+33.8593020,-098.5212261
118,48,485,013504,3,484850135043,Block Group 3,G5030,S,1259760,0,+34.0951903,-098.5598881
119,48,485,013201,4,484850132014,Block Group 4,G5030,S,689684,0,+33.9714398,-098.5253342
120,48,485,013100,5,484850131005,Block Group 5,G5030,S,1793760,0,+33.9738251,-098.5966210
121,48,113,013901,2,481130139012,Block Group 2,G5030,S,1241037,0,+32.9299867,-096.8970941
122,48,145,000800,4,481450008004,Block Group 4,G5030,S,215808099,4707542,+31.3343894,-096.8572599
123,48,145,000800,3,481450008003,Block Group 3,G5030,S,48529974,278919,+31.2853311,-096.8541164
124,48,485,013504,1,484850135041,Block Group 1,G5030,S,1410225,0,+34.0996897,-098.5690632
125,48,501,950200,5,485019502005,Block Group 5,G5030,S,486010951,34329,+33.0201081,-102.7930704
126,48,501,950200,1,485019502001,Block Group 1,G5030,S,4902722,0,+32.9848385,-102.8237467
127,48,337,950502,1,483379505021,Block Group 1,G5030,S,3223811,0,+33.5565090,-097.8237991
128,48,337,950501,1,483379505011,Block Group 1,G5030,S,3418835,0,+33.5770852,-097.8559671
129,48,337,950502,3,483379505023,Block Group 3,G5030,S,4503423,46255,+33.5426988,-097.8371838
130,48,337,950402,1,483379504021,Block Group 1,G5030,S,92156174,224746,+33.6104753,-097.7932699
131,48,337,950501,4,483379505014,Block Group 4,G5030,S,912917,0,+33.5623128,-097.8407472
132,48,337,950502,2,483379505022,Block Group 2,G5030,S,753814,0,+33.5577340,-097.8370848
133,48,337,950402,3,483379504023,Block Group 3,G5030,S,150932618,641133,+33.4580117,-097.6976849
134,48,337,950401,2,483379504012,Block Group 2,G5030,S,121723678,7057782,+33.4824975,-097.9067960
135,48,337,950402,2,483379504022,Block Group 2,G5030,S,88738211,254742,+33.5276308,-097.7810291
136,48,337,950501,2,483379505012,Block Group 2,G5030,S,4749347,0,+33.5619904,-097.8610756
137,48,337,950501,3,483379505013,Block Group 3,G5030,S,2109405,0,+33.5709757,-097.8401973
138,48,337,950401,1,483379504011,Block Group 1,G5030,S,239147394,1039607,+33.6334175,-097.9188508
139,48,501,950200,2,485019502002,Block Group 2,G5030,S,2500880,0,+32.9718778,-102.8233886
140,48,501,950200,3,485019502003,Block Group 3,G5030,S,1219505,0,+32.9670525,-102.8178250
141,48,501,950200,4,485019502004,Block Group 4,G5030,S,1825055,0,+32.9612520,-102.8369947
142,48,085,031623,1,480850316231,Block Group 1,G5030,S,317559,0,+33.0227978,-096.7313863
143,48,085,031509,2,480850315092,Block Group 2,G5030,S,2243612,19992,+33.0950419,-096.7197264
144,48,085,031320,1,480850313201,Block Group 1,G5030,S,929810,0,+33.0097038,-096.5365632
145,48,085,031510,3,480850315103,Block Group 3,G5030,S,1134710,0,+33.0963796,-096.7068009
146,48,085,030607,1,480850306071,Block Group 1,G5030,S,1365374,0,+33.1752407,-096.6585762
147,48,085,030517,3,480850305173,Block Group 3,G5030,S,481392,0,+33.1555510,-096.7299919
148,48,113,000300,1,481130003001,Block Group 1,G5030,S,585736,0,+32.8297631,-096.7723315
149,48,113,006402,2,481130064022,Block Group 2,G5030,S,776895,0,+32.7273756,-096.8715321
150,48,113,016522,1,481130165221,Block Group 1,G5030,S,3162234,0,+32.5985453,-096.9485640
151,48,113,020100,1,481130201001,Block Group 1,G5030,S,9352391,145040,+32.8330215,-096.9037936
152,48,357,950400,4,483579504004,Block Group 4,G5030,S,703039,0,+36.3813309,-100.8068889
153,48,357,950100,2,483579501002,Block Group 2,G5030,S,1176404644,644659,+36.2681713,-100.9550241
154,48,357,950300,3,483579503003,Block Group 3,G5030,S,5329058,0,+36.4056720,-100.7935015
155,48,357,950100,1,483579501001,Block Group 1,G5030,S,1175449362,687119,+36.2657828,-100.6814955
156,48,135,002300,1,481350023001,Block Group 1,G5030,S,271871,0,+31.8789236,-102.3252212
157,48,135,002200,1,481350022001,Block Group 1,G5030,S,1414923074,4934296,+31.7992171,-102.6330087
158,48,135,001300,1,481350013001,Block Group 1,G5030,S,496900,0,+31.8628961,-102.3919805
159,48,135,000100,2,481350001002,Block Group 2,G5030,S,3888936,3264,+31.9149628,-102.4215463
160,48,135,001700,2,481350017002,Block Group 2,G5030,S,367019,0,+31.8733190,-102.3398634
161,48,471,790600,3,484717906003,Block Group 3,G5030,S,119313,0,+30.7219951,-095.5459698
162,48,471,790200,4,484717902004,Block Group 4,G5030,S,102868893,1728288,+30.5624247,-095.3883798
163,48,471,790200,2,484717902002,Block Group 2,G5030,S,112434059,867633,+30.6642017,-095.3894079
164,48,471,790103,2,484717901032,Block Group 2,G5030,S,101838263,915530,+30.7818364,-095.3734393
165,48,471,790200,1,484717902001,Block Group 1,G5030,S,35249071,467139,+30.6716443,-095.4907524
166,48,471,790800,1,484717908001,Block Group 1,G5030,S,401181,0,+30.7124397,-095.5492484
167,48,471,790500,3,484717905003,Block Group 3,G5030,S,1177501,1096,+30.7184952,-095.5567228
168,48,221,160210,2,482211602102,Block Group 2,G5030,S,2287525,3811,+32.3533253,-097.6719299
169,48,221,160100,2,482211601002,Block Group 2,G5030,S,14173798,350878,+32.4550100,-097.8039548
170,48,221,160100,1,482211601001,Block Group 1,G5030,S,1156478,0,+32.4379011,-097.8019220
171,48,221,160206,2,482211602062,Block Group 2,G5030,S,2328428,1234331,+32.4290352,-097.7811048
172,48,113,016638,1,481130166381,Block Group 1,G5030,S,3449205,17743,+32.6295891,-096.8758118
173,48,453,000204,1,484530002041,Block Group 1,G5030,S,513785,0,+30.3003039,-097.7429433
174,48,375,013400,1,483750134001,Block Group 1,G5030,S,2158816,0,+35.2877413,-101.8766505
175,48,471,790500,1,484717905001,Block Group 1,G5030,S,1080530,12351,+30.7355430,-095.5538198
176,48,471,790500,2,484717905002,Block Group 2,G5030,S,2945511,2116,+30.7317086,-095.5591071
177,48,439,111557,1,484391115571,Block Group 1,G5030,S,727949,0,+32.7015262,-097.0755724
178,48,439,111555,2,484391115552,Block Group 2,G5030,S,918670,0,+32.6534517,-097.0588740
179,48,439,113950,2,484391139502,Block Group 2,G5030,S,2996583,5470,+32.9217176,-097.2619226
180,48,439,113934,4,484391139344,Block Group 4,G5030,S,997673,27735,+32.9170239,-097.2985955
181,48,439,105516,2,484391055162,Block Group 2,G5030,S,330913,0,+32.6302215,-097.3913787
182,48,439,113935,1,484391139351,Block Group 1,G5030,S,885054,3039,+32.9288193,-097.2869760
183,48,439,113946,3,484391139463,Block Group 3,G5030,S,621747,4814,+32.9000948,-097.2767123
184,48,439,113946,2,484391139462,Block Group 2,G5030,S,345119,0,+32.8962422,-097.2801343
185,48,439,113934,3,484391139343,Block Group 3,G5030,S,1873389,5320,+32.9352563,-097.2927170
186,48,439,113936,2,484391139362,Block Group 2,G5030,S,543635,0,+32.9060106,-097.3034564
187,48,439,113952,2,484391139522,Block Group 2,G5030,S,889592,0,+32.9382068,-097.2352961
188,48,439,113953,3,484391139533,Block Group 3,G5030,S,3179241,4323,+32.9525694,-097.2351561
189,48,439,113122,2,484391131222,Block Group 2,G5030,S,348397,0,+32.7896128,-097.0602816
190,48,439,113640,3,484391136403,Block Group 3,G5030,S,3456885,95385,+32.9149162,-097.1564024
191,48,439,113943,2,484391139432,Block Group 2,G5030,S,2313839,0,+32.9782187,-097.2514219
192,48,439,113932,4,484391139324,Block Group 4,G5030,S,17305501,59791,+32.9522923,-097.3339419
193,48,439,113931,1,484391139311,Block Group 1,G5030,S,1971591,0,+32.9298441,-097.3191769
194,48,439,114012,1,484391140121,Block Group 1,G5030,S,840231,0,+32.8557892,-097.3955055
195,48,439,113940,2,484391139402,Block Group 2,G5030,S,2088580,11665,+32.9599074,-097.2872731
196,48,439,113939,1,484391139391,Block Group 1,G5030,S,1571686,1867,+32.9424255,-097.2960248
197,48,439,113943,4,484391139434,Block Group 4,G5030,S,1324952,6019,+32.9684112,-097.2575215
198,48,439,113950,5,484391139505,Block Group 5,G5030,S,846914,1411,+32.9363719,-097.2638695
199,48,439,113950,4,484391139504,Block Group 4,G5030,S,736974,0,+32.9351493,-097.2767689
200,48,439,114012,2,484391140122,Block Group 2,G5030,S,1236123,11944,+32.8659422,-097.3947713
201,48,439,114012,4,484391140124,Block Group 4,G5030,S,3041203,0,+32.8753693,-097.4039882
202,48,439,114014,4,484391140144,Block Group 4,G5030,S,777279,0,+32.8723367,-097.3831019
203,48,439,114014,3,484391140143,Block Group 3,G5030,S,759576,0,+32.8773731,-097.3851620
204,48,439,114012,3,484391140123,Block Group 3,G5030,S,2245579,2676,+32.8800486,-097.4182817
205,48,439,113931,4,484391139314,Block Group 4,G5030,S,1145608,11802,+32.9103759,-097.3203232
206,48,439,113946,1,484391139461,Block Group 1,G5030,S,627113,36,+32.8968185,-097.2869119
207,48,439,113938,1,484391139381,Block Group 1,G5030,S,756622,0,+32.8980665,-097.3009642
208,48,439,113942,1,484391139421,Block Group 1,G5030,S,1185542,20908,+32.9692470,-097.2730593
209,48,439,113932,3,484391139323,Block Group 3,G5030,S,2574940,0,+32.9766384,-097.3338088
210,48,439,113931,6,484391139316,Block Group 6,G5030,S,1796583,0,+32.8983229,-097.3232762
211,48,439,114011,1,484391140111,Block Group 1,G5030,S,1409960,0,+32.8444029,-097.4217551
212,48,439,113943,1,484391139431,Block Group 1,G5030,S,975969,1118,+32.9571982,-097.2586664
213,48,439,113950,1,484391139501,Block Group 1,G5030,S,685818,0,+32.9278642,-097.2768979
214,48,439,114014,1,484391140141,Block Group 1,G5030,S,696689,0,+32.8642343,-097.3796087
215,48,439,113956,1,484391139561,Block Group 1,G5030,S,3698270,26388,+32.9495460,-097.1415201
216,48,439,113941,4,484391139414,Block Group 4,G5030,S,3244695,22991,+32.9845822,-097.2731725
217,48,439,113941,3,484391139413,Block Group 3,G5030,S,4045141,13720,+32.9803379,-097.2947019
218,48,439,111555,3,484391115553,Block Group 3,G5030,S,1149606,0,+32.6515058,-097.0434508
219,48,439,105518,3,484391055183,Block Group 3,G5030,S,717192,0,+32.6583175,-097.4135164
220,48,439,111559,1,484391115591,Block Group 1,G5030,S,310348,0,+32.6929533,-097.1114561
221,48,439,113945,1,484391139451,Block Group 1,G5030,S,547863,0,+32.9435979,-097.2679012
222,48,439,105516,1,484391055161,Block Group 1,G5030,S,583624,0,+32.6303543,-097.4022746
223,48,439,111557,2,484391115572,Block Group 2,G5030,S,562681,0,+32.6951882,-097.0772849
224,48,471,790600,1,484717906001,Block Group 1,G5030,S,3142074,38061,+30.7332417,-095.5389433
225,48,257,051000,1,482570510001,Block Group 1,G5030,S,8526174,405470,+32.6007095,-096.2983642
226,48,479,001709,4,484790017094,Block Group 4,G5030,S,1057425,0,+27.5610615,-099.4896817
227,48,479,001827,1,484790018271,Block Group 1,G5030,S,8798067,331549,+27.3834745,-099.4825000
228,48,479,001722,3,484790017223,Block Group 3,G5030,S,2331332,0,+27.5856278,-099.4624078
229,48,479,001810,3,484790018103,Block Group 3,G5030,S,33370385,131382,+27.4654287,-099.4018486
230,48,479,001810,1,484790018101,Block Group 1,G5030,S,889787,0,+27.4926593,-099.4434670
231,48,479,001819,1,484790018191,Block Group 1,G5030,S,538324,0,+27.4400077,-099.4850159
232,48,479,001826,2,484790018262,Block Group 2,G5030,S,10927351,19003,+27.4900050,-099.3729289
233,48,479,001819,3,484790018193,Block Group 3,G5030,S,3034953,162163,+27.4243613,-099.4865075
234,48,479,001819,2,484790018192,Block Group 2,G5030,S,365440,0,+27.4371615,-099.4860230
235,48,479,001709,3,484790017093,Block Group 3,G5030,S,986850,0,+27.5617689,-099.4801608
236,48,479,001726,2,484790017262,Block Group 2,G5030,S,1113175,0,+27.5941478,-099.4737653
237,48,479,001724,1,484790017241,Block Group 1,G5030,S,557942,0,+27.5833748,-099.4874963
238,48,479,001824,2,484790018242,Block Group 2,G5030,S,321246,0,+27.4805649,-099.4484026
239,48,479,001823,3,484790018233,Block Group 3,G5030,S,489827,0,+27.4796591,-099.4556275
240,48,479,001811,3,484790018113,Block Group 3,G5030,S,536221,0,+27.4874618,-099.4572987
241,48,479,001824,1,484790018241,Block Group 1,G5030,S,1845797,0,+27.4774110,-099.4475860
242,48,479,001821,1,484790018211,Block Group 1,G5030,S,362741,0,+27.4477403,-099.4631239
243,48,479,001822,2,484790018222,Block Group 2,G5030,S,493710,0,+27.4485507,-099.4724121
244,48,479,001602,3,484790016023,Block Group 3,G5030,S,1584313,0,+27.5723721,-099.4564370
245,48,479,001722,2,484790017222,Block Group 2,G5030,S,1989130,0,+27.5896493,-099.4491571
246,48,439,113943,3,484391139433,Block Group 3,G5030,S,965201,1190,+32.9598521,-097.2659787
247,48,439,113957,1,484391139571,Block Group 1,G5030,S,3168771,24097,+32.9333502,-097.1432311
248,48,439,113712,2,484391137122,Block Group 2,G5030,S,1770068,9506,+32.9364531,-097.0881987
249,48,439,113957,2,484391139572,Block Group 2,G5030,S,2582270,10244,+32.9357555,-097.1249215
250,48,439,113636,2,484391136362,Block Group 2,G5030,S,673049,0,+32.9147740,-097.1022130
251,48,439,113636,1,484391136361,Block Group 1,G5030,S,135085,0,+32.9147901,-097.0995989
252,48,439,113949,2,484391139492,Block Group 2,G5030,S,900934,0,+32.9203657,-097.2777156
253,48,439,113931,3,484391139313,Block Group 3,G5030,S,801392,0,+32.9188342,-097.3273125
254,48,439,113942,3,484391139423,Block Group 3,G5030,S,935578,16479,+32.9591317,-097.2757705
255,48,439,113949,1,484391139491,Block Group 1,G5030,S,959093,0,+32.9149214,-097.2810467
256,48,369,950300,3,483699503003,Block Group 3,G5030,S,7892274,86090,+34.5328098,-102.8600436
257,48,507,950302,3,485079503023,Block Group 3,G5030,S,1176746,0,+28.6826265,-099.8340509
258,48,507,950302,4,485079503024,Block Group 4,G5030,S,745312,0,+28.6831512,-099.8265676
259,48,507,950301,2,485079503012,Block Group 2,G5030,S,10386067,72662,+28.7183195,-099.8234756
260,48,507,950302,2,485079503022,Block Group 2,G5030,S,570775,0,+28.6914802,-099.8288435
261,48,439,113712,3,484391137123,Block Group 3,G5030,S,1888625,7717,+32.9371425,-097.0679033
262,48,439,113714,1,484391137141,Block Group 1,G5030,S,3206146,3357678,+32.9664620,-097.0812335
263,48,439,113638,1,484391136381,Block Group 1,G5030,S,504453,0,+32.8478248,-097.1035455
264,48,439,113638,2,484391136382,Block Group 2,G5030,S,510466,0,+32.8484088,-097.1103231
265,48,439,113937,1,484391139371,Block Group 1,G5030,S,1787449,3249,+32.9062812,-097.3110866
266,48,439,113931,7,484391139317,Block Group 7,G5030,S,2725677,0,+32.8837380,-097.3244546
267,48,439,113931,2,484391139312,Block Group 2,G5030,S,680496,35478,+32.9265768,-097.3275179
268,48,439,113950,3,484391139503,Block Group 3,G5030,S,943562,0,+32.9248029,-097.2694496
269,48,439,113947,2,484391139472,Block Group 2,G5030,S,525686,7948,+32.9067676,-097.2749988
270,48,439,113947,1,484391139471,Block Group 1,G5030,S,1267350,0,+32.9075555,-097.2845038
271,48,439,113931,5,484391139315,Block Group 5,G5030,S,317863,0,+32.9067800,-097.3274646
272,48,439,113945,2,484391139452,Block Group 2,G5030,S,1496212,894,+32.9432951,-097.2600590
273,48,439,113120,1,484391131201,Block Group 1,G5030,S,2378691,191003,+32.8036978,-097.0903627
274,48,439,113934,2,484391139342,Block Group 2,G5030,S,1048102,0,+32.9280303,-097.3012787
275,48,439,113936,3,484391139363,Block Group 3,G5030,S,1154668,0,+32.9025369,-097.2942683
276,48,439,114015,2,484391140152,Block Group 2,G5030,S,754066,0,+32.8626108,-097.3710204
277,48,439,113951,2,484391139512,Block Group 2,G5030,S,831901,692,+32.9291110,-097.2262064
278,48,135,000100,1,481350001001,Block Group 1,G5030,S,3625780,0,+31.9183825,-102.4050524
279,48,113,016626,3,481130166263,Block Group 3,G5030,S,1999614,0,+32.5829400,-096.9473261
280,48,361,022200,1,483610222001,Block Group 1,G5030,S,14878658,783449,+30.0844677,-093.9060063
281,48,361,022400,3,483610224003,Block Group 3,G5030,S,4426150,473608,+30.0519929,-093.8067417
282,48,035,950500,3,480359505003,Block Group 3,G5030,S,561744,0,+31.7758284,-097.5836040
